,Category,Price,Rating,Stock,Discount,Category_FR,Price_MinMax
2254,Unknown,9038.0,3.79299131684906,Out of Stock,49.0,4,0.9038903890389038
2255,B,5575.0,3.8306381313926408,Unknown,28.0,1,0.5575557555755576
2256,C,2934.0,0.0,In Stock,28.0,2,0.2934293429342934
2257,Unknown,4907.0,0.0,Out of Stock,0.0,4,0.49074907490749076
2258,Unknown,2359.0,1.2347487005577764,Out of Stock,0.0,4,0.23592359235923593
2259,B,3064.0,2.9747131160007165,In Stock,13.0,1,0.30643064306430645
2260,Unknown,9689.0,3.898176358758559,Unknown,47.0,4,0.968996899689969
2261,C,3017.0,3.398362562037509,In Stock,47.0,2,0.3017301730173017
2262,Unknown,1186.0,3.2146205823279583,Out of Stock,38.0,4,0.1186118611861186
2263,Unknown,0.0,2.0467789227658466,Out of Stock,8.0,4,0.0
2264,Unknown,597.0,3.792008442475743,In Stock,47.0,4,0.059705970597059704
2265,Unknown,9172.0,0.0,Unknown,0.0,4,0.9172917291729173
2266,A,5842.0,0.0,Out of Stock,40.0,0,0.5842584258425843
2267,Unknown,9693.0,2.7605836007193187,Unknown,47.0,4,0.9693969396939695
2268,Unknown,2780.0,0.0,In Stock,0.0,4,0.27802780278027805
2269,Unknown,1160.0,4.232012628042476,In Stock,25.0,4,0.11601160116011601
2270,Unknown,0.0,3.1252566517157514,In Stock,0.0,4,0.0
2271,Unknown,2373.0,0.0,Out of Stock,10.0,4,0.2373237323732373
2272,B,8478.0,0.0,Unknown,38.0,1,0.8478847884788479
2273,Unknown,2885.0,3.29218736783225,Unknown,4.0,4,0.2885288528852885
2274,Unknown,1871.0,2.699047462439864,Out of Stock,27.0,4,0.18711871187118712
2275,D,9802.0,0.0,In Stock,36.0,3,0.9802980298029803
2276,Unknown,9101.0,0.0,Out of Stock,1.0,4,0.9101910191019101
2277,Unknown,8077.0,3.1106982030759687,Out of Stock,20.0,4,0.8077807780778078
2278,Unknown,878.0,0.0,Unknown,10.0,4,0.08780878087808781
2279,Unknown,4470.0,0.0,Unknown,49.0,4,0.44704470447044703
2280,Unknown,9895.0,3.5886480817394477,In Stock,5.0,4,0.9895989598959896
2281,Unknown,1400.0,4.13023903283565,In Stock,0.0,4,0.14001400140014
2282,A,244.0,2.2639855950777465,In Stock,4.0,0,0.024402440244024402
2283,Unknown,7247.0,0.0,Out of Stock,16.0,4,0.7247724772477248
2284,Unknown,860.0,4.764904531677262,Unknown,18.0,4,0.086008600860086
2285,Unknown,9078.0,3.200384235041743,In Stock,30.0,4,0.9078907890789079
2286,A,9997.0,0.0,Unknown,27.0,0,0.9997999799979999
2287,Unknown,9958.0,4.163330985704734,Unknown,1.0,4,0.9958995899589959
2288,Unknown,3894.0,0.0,In Stock,15.0,4,0.38943894389438943
2289,D,5901.0,3.3303753402358907,In Stock,31.0,3,0.5901590159015901
2290,Unknown,1746.0,0.0,In Stock,34.0,4,0.17461746174617462
2291,C,7019.0,2.3017552754388166,Unknown,41.0,2,0.701970197019702
2292,Unknown,4316.0,0.0,Out of Stock,11.0,4,0.4316431643164316
2293,B,3019.0,3.434520377922623,In Stock,44.0,1,0.3019301930193019
2294,Unknown,1898.0,1.0620023583273537,Out of Stock,0.0,4,0.18981898189818983
2295,D,4042.0,2.9266623201528126,Out of Stock,35.0,3,0.40424042404240423
2296,B,0.0,1.3770460936552331,Unknown,35.0,1,0.0
2297,Unknown,3807.0,2.788718126467676,Out of Stock,15.0,4,0.38073807380738073
2298,Unknown,1871.0,3.3555289088493985,Unknown,43.0,4,0.18711871187118712
2299,D,5843.0,0.0,Out of Stock,24.0,3,0.5843584358435844
2300,Unknown,2462.0,2.142589530356789,Out of Stock,0.0,4,0.24622462246224622
2301,Unknown,5671.0,0.0,Out of Stock,35.0,4,0.5671567156715671
2302,Unknown,2163.0,0.0,In Stock,2.0,4,0.21632163216321632
2303,B,141.0,2.0441359764942715,In Stock,15.0,1,0.014101410141014101
2304,Unknown,5263.0,0.0,Unknown,10.0,4,0.5263526352635264
2305,C,3097.0,0.0,Out of Stock,28.0,2,0.30973097309730974
2306,Unknown,6903.0,0.0,Out of Stock,12.0,4,0.6903690369036903
2307,Unknown,8516.0,3.544980061905084,Unknown,11.0,4,0.8516851685168517
2308,Unknown,4207.0,1.3190225092970267,Out of Stock,3.0,4,0.42074207420742077
2309,Unknown,9598.0,3.699077230801368,In Stock,7.0,4,0.9598959895989599
2310,Unknown,9792.0,1.743031066654968,Out of Stock,26.0,4,0.9792979297929792
2311,C,2463.0,2.946698992249034,In Stock,45.0,2,0.24632463246324632
2312,B,6103.0,1.6178056362897633,Out of Stock,45.0,1,0.6103610361036104
2313,Unknown,4967.0,2.4686098995300174,Unknown,41.0,4,0.4967496749674967
2314,Unknown,8872.0,2.3286951768216317,Unknown,13.0,4,0.8872887288728872
2315,Unknown,9765.0,0.0,Unknown,19.0,4,0.9765976597659766
2316,Unknown,9650.0,0.0,Unknown,24.0,4,0.965096509650965
2317,Unknown,1493.0,0.0,Out of Stock,36.0,4,0.1493149314931493
2318,Unknown,1462.0,0.0,In Stock,0.0,4,0.14621462146214623
2319,Unknown,2642.0,0.0,In Stock,23.0,4,0.2642264226422642
2320,Unknown,7573.0,4.489969795904603,Out of Stock,22.0,4,0.7573757375737574
2321,Unknown,3785.0,1.384911857102992,In Stock,2.0,4,0.3785378537853785
2322,Unknown,7431.0,2.221917332176673,Out of Stock,10.0,4,0.7431743174317432
2323,A,3885.0,0.0,In Stock,1.0,0,0.38853885388538856
2324,Unknown,0.0,0.0,Out of Stock,4.0,4,0.0
2325,Unknown,2054.0,4.020705694779065,In Stock,2.0,4,0.20542054205420543
2326,Unknown,2294.0,0.0,In Stock,1.0,4,0.2294229422942294
2327,Unknown,5652.0,0.0,Out of Stock,4.0,4,0.5652565256525652
2328,C,4468.0,0.0,Unknown,40.0,2,0.44684468446844683
2329,A,4861.0,2.394329224388529,In Stock,14.0,0,0.48614861486148614
2330,Unknown,8509.0,0.0,Unknown,32.0,4,0.8509850985098509
2331,Unknown,0.0,1.6075212298906587,Unknown,14.0,4,0.0
2332,Unknown,213.0,1.3093390809044458,In Stock,30.0,4,0.0213021302130213
2333,D,6302.0,0.0,Out of Stock,40.0,3,0.6302630263026303
2334,Unknown,4599.0,2.7059196992070778,Unknown,16.0,4,0.45994599459945995
2335,Unknown,1054.0,0.0,In Stock,17.0,4,0.10541054105410541
2336,B,6431.0,0.0,In Stock,4.0,1,0.6431643164316432
2337,Unknown,6437.0,2.0235713549373444,Unknown,33.0,4,0.6437643764376437
2338,C,8137.0,0.0,Out of Stock,1.0,2,0.8137813781378138
2339,Unknown,2935.0,0.0,In Stock,10.0,4,0.29352935293529353
2340,C,5273.0,2.4136879303418004,Unknown,10.0,2,0.5273527352735273
2341,Unknown,4077.0,0.0,Out of Stock,16.0,4,0.4077407740774077
2342,Unknown,3385.0,0.0,Unknown,31.0,4,0.33853385338533853
2343,Unknown,6143.0,0.0,Unknown,11.0,4,0.6143614361436144
2344,Unknown,4185.0,0.0,In Stock,13.0,4,0.41854185418541856
2345,Unknown,4962.0,3.1205871463083,Out of Stock,46.0,4,0.49624962496249625
2346,Unknown,2341.0,0.0,Unknown,19.0,4,0.23412341234123413
2347,D,3945.0,1.873916737595984,Unknown,36.0,3,0.3945394539453945
2348,Unknown,2806.0,3.092530207474025,Out of Stock,28.0,4,0.2806280628062806
2349,D,6057.0,4.7043689461398674,In Stock,48.0,3,0.6057605760576058
2350,Unknown,9011.0,0.0,In Stock,0.0,4,0.9011901190119012
2351,Unknown,3978.0,2.4124411276526287,In Stock,32.0,4,0.39783978397839787
2352,Unknown,1707.0,0.0,Unknown,0.0,4,0.1707170717071707
2353,Unknown,855.0,0.0,Out of Stock,7.0,4,0.0855085508550855
2354,Unknown,1279.0,4.968169215602468,Out of Stock,36.0,4,0.1279127912791279
2355,Unknown,8705.0,4.899799221719233,In Stock,23.0,4,0.8705870587058706
2356,Unknown,7317.0,1.1599733180216578,Unknown,0.0,4,0.7317731773177317
2357,Unknown,9972.0,0.0,Out of Stock,15.0,4,0.9972997299729973
2358,Unknown,4194.0,0.0,Out of Stock,36.0,4,0.41944194419441944
2359,Unknown,1152.0,0.0,Out of Stock,0.0,4,0.1152115211521152
2360,Unknown,1155.0,0.0,In Stock,38.0,4,0.11551155115511551
2361,C,7400.0,2.7941732006435323,In Stock,18.0,2,0.74007400740074
2362,B,1241.0,3.7281744313784952,In Stock,9.0,1,0.12411241124112411
2363,Unknown,4774.0,2.311133033991066,Out of Stock,14.0,4,0.47744774477447743
2364,Unknown,9789.0,3.9793901994925465,In Stock,14.0,4,0.978997899789979
2365,B,6906.0,0.0,Out of Stock,41.0,1,0.6906690669066907
2366,Unknown,5383.0,3.0936229253617693,In Stock,27.0,4,0.5383538353835383
2367,Unknown,7721.0,4.973106647688812,Out of Stock,34.0,4,0.7721772177217722
2368,C,0.0,1.3034647208011507,Out of Stock,7.0,2,0.0
2369,Unknown,4789.0,0.0,Out of Stock,0.0,4,0.47894789478947897
2370,D,0.0,0.0,In Stock,40.0,3,0.0
2371,Unknown,3855.0,0.0,Out of Stock,46.0,4,0.38553855385538555
2372,B,1697.0,0.0,Unknown,4.0,1,0.1697169716971697
2373,Unknown,3227.0,0.0,Out of Stock,42.0,4,0.32273227322732273
2374,A,8483.0,0.0,In Stock,0.0,0,0.8483848384838484
2375,Unknown,687.0,1.7881303191254316,In Stock,25.0,4,0.06870687068706871
2376,Unknown,8073.0,0.0,Out of Stock,4.0,4,0.8073807380738074
2377,A,7280.0,2.1538050811043083,Out of Stock,23.0,0,0.7280728072807281
2378,Unknown,1124.0,1.2976940551116578,Unknown,29.0,4,0.11241124112411241
2379,Unknown,4419.0,0.0,In Stock,13.0,4,0.44194419441944194
2380,Unknown,8891.0,0.0,In Stock,37.0,4,0.8891889188918892
2381,B,247.0,3.751445773882014,Unknown,10.0,1,0.024702470247024703
2382,Unknown,9324.0,3.0258327040958526,Out of Stock,37.0,4,0.9324932493249325
2383,Unknown,4905.0,1.5005831202258748,Unknown,7.0,4,0.49054905490549056
2384,Unknown,7605.0,0.0,Out of Stock,4.0,4,0.7605760576057605
2385,D,1237.0,1.2792889346805976,Unknown,44.0,3,0.12371237123712371
2386,D,4000.0,4.494689665649405,Unknown,0.0,3,0.4000400040004
2387,D,5788.0,3.940537273570595,Unknown,37.0,3,0.5788578857885789
2388,B,7356.0,1.8205936286494948,In Stock,11.0,1,0.7356735673567357
2389,Unknown,1061.0,4.202112381149515,Out of Stock,8.0,4,0.10611061106110611
2390,Unknown,2302.0,0.0,In Stock,8.0,4,0.2302230223022302
2391,Unknown,5634.0,0.0,Out of Stock,46.0,4,0.5634563456345635
2392,Unknown,7297.0,0.0,Unknown,4.0,4,0.7297729772977297
2393,Unknown,5207.0,4.598479016881183,Out of Stock,3.0,4,0.5207520752075208
2394,Unknown,561.0,1.215438912270857,In Stock,0.0,4,0.056105610561056105
2395,Unknown,922.0,0.0,Out of Stock,0.0,4,0.0922092209220922
2396,Unknown,6349.0,3.732495825709702,Out of Stock,0.0,4,0.634963496349635
2397,D,7719.0,1.955424858669331,In Stock,39.0,3,0.771977197719772
2398,Unknown,186.0,4.187301300227221,Unknown,24.0,4,0.0186018601860186
2399,Unknown,2971.0,1.6620358271642193,In Stock,10.0,4,0.29712971297129714
2400,Unknown,4495.0,0.0,Unknown,4.0,4,0.44954495449544957
2401,Unknown,5672.0,3.152687056666544,Unknown,27.0,4,0.5672567256725672
2402,Unknown,7487.0,0.0,In Stock,21.0,4,0.7487748774877487
2403,D,8989.0,0.0,Unknown,6.0,3,0.898989898989899
2404,Unknown,483.0,4.946046913380037,In Stock,32.0,4,0.0483048304830483
2405,Unknown,6710.0,1.791122243046598,Out of Stock,27.0,4,0.671067106710671
2406,C,1685.0,0.0,Unknown,6.0,2,0.16851685168516853
2407,Unknown,6014.0,0.0,Out of Stock,14.0,4,0.6014601460146015
2408,A,5261.0,4.32659017047942,Out of Stock,12.0,0,0.5261526152615261
2409,C,3481.0,3.041725997087996,In Stock,26.0,2,0.3481348134813481
2410,B,6090.0,0.0,In Stock,21.0,1,0.609060906090609
2411,C,9574.0,0.0,In Stock,45.0,2,0.9574957495749575
2412,Unknown,9464.0,1.9762456289176475,Out of Stock,40.0,4,0.9464946494649465
2413,Unknown,3074.0,1.0645103511375225,In Stock,34.0,4,0.30743074307430746
2414,Unknown,5674.0,1.1281011831664922,In Stock,49.0,4,0.5674567456745675
2415,Unknown,2271.0,1.5990502241484132,Out of Stock,20.0,4,0.22712271227122713
2416,Unknown,347.0,0.0,Unknown,41.0,4,0.03470347034703471
2417,Unknown,4847.0,2.7226170283623694,Unknown,3.0,4,0.48474847484748473
2418,Unknown,329.0,4.5464686714966085,In Stock,48.0,4,0.0329032903290329
2419,A,7150.0,2.9775348341038668,In Stock,12.0,0,0.7150715071507151
2420,Unknown,8468.0,0.0,Unknown,24.0,4,0.8468846884688469
2421,Unknown,9742.0,4.371794267225391,Out of Stock,20.0,4,0.9742974297429743
2422,B,2659.0,4.690972541448483,Unknown,32.0,1,0.26592659265926594
2423,C,2396.0,2.573546955964143,Unknown,0.0,2,0.23962396239623962
2424,Unknown,528.0,0.0,In Stock,17.0,4,0.052805280528052806
2425,Unknown,1827.0,0.0,Out of Stock,37.0,4,0.18271827182718273
2426,A,4385.0,2.9043208730632597,Unknown,2.0,0,0.4385438543854385
2427,C,6576.0,0.0,In Stock,23.0,2,0.6576657665766577
2428,Unknown,2821.0,1.6166706211073825,Unknown,14.0,4,0.28212821282128214
2429,C,0.0,0.0,Unknown,32.0,2,0.0
2430,Unknown,6812.0,0.0,In Stock,26.0,4,0.6812681268126812
2431,A,8754.0,0.0,In Stock,7.0,0,0.8754875487548754
2432,Unknown,5077.0,0.0,Unknown,10.0,4,0.5077507750775078
2433,Unknown,4175.0,0.0,Unknown,8.0,4,0.41754175417541756
2434,Unknown,8341.0,1.0324647678890266,In Stock,15.0,4,0.8341834183418342
2435,Unknown,6138.0,0.0,Unknown,18.0,4,0.6138613861386139
2436,Unknown,1973.0,0.0,In Stock,6.0,4,0.19731973197319733
2437,Unknown,7355.0,2.4534114338249173,Out of Stock,5.0,4,0.7355735573557356
2438,B,906.0,2.2542244098885296,Out of Stock,25.0,1,0.09060906090609061
2439,D,8779.0,0.0,Unknown,26.0,3,0.877987798779878
2440,Unknown,124.0,0.0,In Stock,19.0,4,0.012401240124012402
2441,Unknown,5408.0,3.7727880550346833,Out of Stock,19.0,4,0.5408540854085409
2442,C,4501.0,2.295327988510453,In Stock,0.0,2,0.45014501450145017
2443,D,7053.0,4.346376620059969,In Stock,31.0,3,0.7053705370537053
2444,Unknown,3751.0,4.822191171866065,Unknown,0.0,4,0.37513751375137516
2445,Unknown,9833.0,0.0,In Stock,26.0,4,0.9833983398339834
2446,A,8339.0,3.5583160168704246,In Stock,22.0,0,0.833983398339834
2447,C,1884.0,0.0,Unknown,38.0,2,0.18841884188418842
2448,D,6107.0,0.0,Unknown,24.0,3,0.6107610761076108
2449,C,1258.0,4.516189227185093,Out of Stock,37.0,2,0.1258125812581258
2450,Unknown,5039.0,4.016191570603867,In Stock,28.0,4,0.5039503950395039
2451,Unknown,3074.0,3.5850641811405457,Out of Stock,24.0,4,0.30743074307430746
2452,A,3020.0,3.3865934001566265,In Stock,28.0,0,0.30203020302030203
2453,Unknown,2271.0,4.477057358676351,In Stock,13.0,4,0.22712271227122713
2454,A,640.0,0.0,Unknown,26.0,0,0.064006400640064
2455,C,1521.0,0.0,Unknown,42.0,2,0.15211521152115212
2456,Unknown,6878.0,2.7558734658999025,In Stock,19.0,4,0.6878687868786879
2457,D,2674.0,0.0,In Stock,0.0,3,0.2674267426742674
2458,Unknown,924.0,0.0,Unknown,49.0,4,0.0924092409240924
2459,Unknown,8067.0,3.479179341562088,Unknown,20.0,4,0.8067806780678067
2460,Unknown,0.0,0.0,In Stock,12.0,4,0.0
2461,C,6491.0,3.65187530877077,Out of Stock,18.0,2,0.6491649164916492
2462,D,5957.0,0.0,In Stock,35.0,3,0.5957595759575958
2463,Unknown,0.0,3.2242333248081465,Out of Stock,40.0,4,0.0
2464,Unknown,4393.0,0.0,Out of Stock,48.0,4,0.43934393439343933
2465,D,263.0,0.0,Out of Stock,19.0,3,0.026302630263026303
2466,Unknown,6311.0,4.30510536029376,In Stock,2.0,4,0.6311631163116311
2467,Unknown,873.0,0.0,Out of Stock,0.0,4,0.08730873087308731
2468,D,5053.0,0.0,Out of Stock,5.0,3,0.5053505350535054
2469,Unknown,1641.0,0.0,Out of Stock,41.0,4,0.1641164116411641
2470,Unknown,1140.0,0.0,In Stock,43.0,4,0.11401140114011402
2471,Unknown,1689.0,0.0,In Stock,28.0,4,0.16891689168916893
2472,A,5690.0,2.5306474795298133,In Stock,42.0,0,0.5690569056905691
2473,Unknown,9250.0,2.06503899208319,In Stock,2.0,4,0.9250925092509251
2474,D,6666.0,3.164385411443798,In Stock,36.0,3,0.6666666666666666
2475,Unknown,2146.0,1.489775648756209,In Stock,27.0,4,0.2146214621462146
2476,Unknown,9210.0,1.844376017058151,Unknown,7.0,4,0.9210921092109211
2477,Unknown,4103.0,2.0969191182684384,In Stock,14.0,4,0.41034103410341033
2478,Unknown,3301.0,0.0,Out of Stock,3.0,4,0.33013301330133016
2479,A,5398.0,2.939921335737986,In Stock,31.0,0,0.5398539853985399
2480,Unknown,7066.0,0.0,Unknown,21.0,4,0.7066706670667067
2481,Unknown,2048.0,4.117404863857483,Unknown,0.0,4,0.20482048204820483
2482,D,446.0,2.8140453322401124,Out of Stock,17.0,3,0.0446044604460446
2483,B,8127.0,0.0,Out of Stock,26.0,1,0.8127812781278128
2484,Unknown,3012.0,1.0381283794275564,In Stock,12.0,4,0.30123012301230123
2485,Unknown,5693.0,0.0,In Stock,17.0,4,0.5693569356935694
2486,A,9456.0,1.2277164148513249,In Stock,40.0,0,0.9456945694569457
2487,A,1832.0,0.0,In Stock,26.0,0,0.18321832183218323
2488,Unknown,7640.0,1.035964940597223,Out of Stock,34.0,4,0.7640764076407641
2489,Unknown,9980.0,0.0,Out of Stock,1.0,4,0.9980998099809981
2490,C,7511.0,0.0,Out of Stock,33.0,2,0.7511751175117511
2491,Unknown,1025.0,0.0,In Stock,5.0,4,0.10251025102510251
2492,Unknown,5867.0,4.133114890390129,Unknown,18.0,4,0.5867586758675868
2493,Unknown,1907.0,0.0,Unknown,16.0,4,0.19071907190719073
2494,Unknown,2886.0,2.351454032973133,In Stock,7.0,4,0.28862886288628864
2495,Unknown,3733.0,3.195066628364668,Out of Stock,22.0,4,0.37333733373337336
2496,D,7288.0,0.0,In Stock,8.0,3,0.7288728872887289
2497,D,9390.0,1.736712394123578,Out of Stock,4.0,3,0.9390939093909391
2498,Unknown,9037.0,0.0,Out of Stock,0.0,4,0.9037903790379038
2499,Unknown,102.0,4.4675534523641405,Out of Stock,19.0,4,0.0102010201020102
2500,A,580.0,0.0,Unknown,17.0,0,0.058005800580058005
2501,Unknown,1870.0,1.0479042074208431,Unknown,15.0,4,0.18701870187018702
2502,Unknown,9076.0,2.501426447505471,Unknown,34.0,4,0.9076907690769077
2503,Unknown,7248.0,3.5750765192168554,In Stock,34.0,4,0.7248724872487249
2504,Unknown,4394.0,2.605273974754714,Unknown,31.0,4,0.43944394439443946
2505,Unknown,5408.0,2.3784373373394687,Unknown,4.0,4,0.5408540854085409
2506,Unknown,1642.0,0.0,In Stock,13.0,4,0.1642164216421642
2507,C,5458.0,2.0976762886329543,Out of Stock,0.0,2,0.5458545854585458
2508,C,6387.0,4.992309231031239,In Stock,0.0,2,0.6387638763876388
2509,Unknown,9702.0,2.449885496021085,In Stock,48.0,4,0.9702970297029703
2510,Unknown,5335.0,2.5447387249469835,Out of Stock,25.0,4,0.5335533553355336
2511,Unknown,7985.0,0.0,Out of Stock,1.0,4,0.7985798579857986
2512,Unknown,9788.0,1.1239669344008978,In Stock,40.0,4,0.9788978897889788
2513,Unknown,1362.0,0.0,In Stock,15.0,4,0.13621362136213622
2514,C,3225.0,0.0,Unknown,0.0,2,0.32253225322532253
2515,D,9180.0,3.8598796191547,In Stock,23.0,3,0.918091809180918
2516,Unknown,7287.0,0.0,In Stock,27.0,4,0.7287728772877288
2517,Unknown,3687.0,2.929516446524409,Out of Stock,11.0,4,0.36873687368736874
2518,C,2087.0,2.6473426988442728,In Stock,37.0,2,0.20872087208720871
2519,Unknown,0.0,4.802708673665242,In Stock,43.0,4,0.0
2520,C,4756.0,1.62026104309925,In Stock,0.0,2,0.4756475647564756
2521,D,6464.0,2.856853817349537,In Stock,0.0,3,0.6464646464646465
2522,D,1947.0,0.0,In Stock,42.0,3,0.19471947194719472
2523,A,7681.0,2.873701777286475,In Stock,33.0,0,0.7681768176817682
2524,B,8761.0,0.0,In Stock,9.0,1,0.8761876187618762
2525,A,5528.0,0.0,Unknown,35.0,0,0.5528552855285529
2526,Unknown,2191.0,2.414634683159434,In Stock,37.0,4,0.21912191219121913
2527,Unknown,5661.0,0.0,Out of Stock,3.0,4,0.5661566156615662
2528,Unknown,880.0,4.883646612012302,Unknown,24.0,4,0.08800880088008801
2529,B,855.0,2.8235123602780026,Unknown,0.0,1,0.0855085508550855
2530,Unknown,2420.0,0.0,Unknown,25.0,4,0.24202420242024203
2531,Unknown,2291.0,4.941379645712672,In Stock,1.0,4,0.22912291229122914
2532,Unknown,7224.0,4.0295406929919775,Out of Stock,41.0,4,0.7224722472247225
2533,A,4878.0,0.0,Out of Stock,3.0,0,0.4878487848784879
2534,D,1136.0,0.0,In Stock,47.0,3,0.11361136113611361
2535,Unknown,0.0,3.503204175009356,Unknown,14.0,4,0.0
2536,Unknown,7435.0,0.0,Unknown,7.0,4,0.7435743574357436
2537,Unknown,7807.0,4.791218809574549,Unknown,46.0,4,0.7807780778077807
2538,Unknown,8874.0,2.094964447598965,Out of Stock,48.0,4,0.8874887488748875
2539,Unknown,6348.0,0.0,Unknown,40.0,4,0.6348634863486349
2540,Unknown,2585.0,0.0,In Stock,40.0,4,0.2585258525852585
2541,Unknown,8681.0,2.587151907749907,Out of Stock,28.0,4,0.8681868186818682
2542,Unknown,6359.0,3.1004180410766056,Unknown,17.0,4,0.635963596359636
2543,Unknown,8410.0,3.9562497945022463,Unknown,7.0,4,0.8410841084108411
2544,Unknown,8964.0,2.8540820764629067,Out of Stock,0.0,4,0.8964896489648965
2545,Unknown,0.0,0.0,Out of Stock,25.0,4,0.0
2546,Unknown,1888.0,0.0,In Stock,37.0,4,0.18881888188818882
2547,Unknown,6110.0,0.0,Out of Stock,43.0,4,0.611061106110611
2548,Unknown,3526.0,0.0,Unknown,8.0,4,0.35263526352635266
2549,Unknown,7199.0,2.534106499356928,In Stock,42.0,4,0.7199719971997199
2550,Unknown,9439.0,0.0,In Stock,32.0,4,0.943994399439944
2551,Unknown,5097.0,1.9878853605766764,In Stock,41.0,4,0.5097509750975098
2552,Unknown,8031.0,4.02576674571737,Unknown,48.0,4,0.8031803180318032
2553,Unknown,2205.0,1.2603274575957966,In Stock,0.0,4,0.22052205220522053
2554,Unknown,3240.0,2.865361847955119,In Stock,8.0,4,0.324032403240324
2555,B,3263.0,0.0,Out of Stock,30.0,1,0.32633263326332634
2556,Unknown,1322.0,1.591617818524301,Unknown,24.0,4,0.1322132213221322
2557,Unknown,3261.0,0.0,In Stock,36.0,4,0.32613261326132614
2558,Unknown,9392.0,0.0,Unknown,7.0,4,0.9392939293929393
2559,Unknown,3833.0,3.8649010220606863,Unknown,48.0,4,0.38333833383338334
2560,Unknown,0.0,3.714360689543552,Unknown,37.0,4,0.0
2561,Unknown,1962.0,1.8827437578112336,Unknown,0.0,4,0.19621962196219622
2562,Unknown,2266.0,2.53351760549434,Unknown,6.0,4,0.22662266226622663
2563,Unknown,8889.0,3.369023777761577,In Stock,7.0,4,0.888988898889889
2564,Unknown,270.0,4.585342503945959,Unknown,16.0,4,0.027002700270027002
2565,C,3231.0,4.696794471135064,Unknown,44.0,2,0.32313231323132313
2566,D,981.0,1.999054720998516,In Stock,18.0,3,0.09810981098109811
2567,Unknown,8654.0,0.0,Unknown,45.0,4,0.8654865486548655
2568,Unknown,1253.0,0.0,Unknown,20.0,4,0.1253125312531253
2569,Unknown,824.0,1.068409356968436,In Stock,4.0,4,0.08240824082408241
2570,Unknown,3638.0,2.148976318271475,Unknown,14.0,4,0.36383638363836385
2571,Unknown,740.0,0.0,Unknown,49.0,4,0.074007400740074
2572,D,3768.0,1.2637828993988798,In Stock,40.0,3,0.37683768376837684
2573,Unknown,9185.0,0.0,Out of Stock,9.0,4,0.9185918591859186
2574,Unknown,6373.0,4.607664799574657,Out of Stock,26.0,4,0.6373637363736374
2575,C,2408.0,0.0,Out of Stock,48.0,2,0.24082408240824082
2576,A,6998.0,4.864179522411147,In Stock,16.0,0,0.6998699869986998
2577,Unknown,2074.0,3.324158950774632,Out of Stock,27.0,4,0.2074207420742074
2578,Unknown,7533.0,0.0,In Stock,0.0,4,0.7533753375337534
2579,Unknown,206.0,0.0,Out of Stock,24.0,4,0.020602060206020602
2580,A,4726.0,4.108624763502121,Out of Stock,44.0,0,0.47264726472647267
2581,Unknown,5783.0,4.592684610733773,In Stock,17.0,4,0.5783578357835784
2582,Unknown,1560.0,3.934529854310497,Out of Stock,31.0,4,0.156015601560156
2583,A,9918.0,1.1189678825013107,Unknown,40.0,0,0.991899189918992
2584,Unknown,2030.0,3.764782582422766,Unknown,16.0,4,0.20302030203020302
2585,D,3745.0,0.0,Unknown,0.0,3,0.37453745374537456
2586,Unknown,4900.0,0.0,In Stock,4.0,4,0.49004900490049
2587,Unknown,5737.0,0.0,Unknown,41.0,4,0.5737573757375738
2588,Unknown,7045.0,0.0,Out of Stock,30.0,4,0.7045704570457045
2589,A,2748.0,2.1759963657797043,In Stock,22.0,0,0.27482748274827484
2590,Unknown,4714.0,4.4524719423634656,In Stock,33.0,4,0.47144714471447147
2591,B,2013.0,0.0,Out of Stock,0.0,1,0.20132013201320131
2592,Unknown,1394.0,0.0,In Stock,31.0,4,0.1394139413941394
2593,Unknown,7465.0,0.0,Out of Stock,33.0,4,0.7465746574657466
2594,Unknown,7701.0,0.0,In Stock,41.0,4,0.7701770177017702
2595,C,4894.0,2.511933277495864,Out of Stock,33.0,2,0.4894489448944894
2596,A,4843.0,0.0,Out of Stock,9.0,0,0.48434843484348433
2597,Unknown,8736.0,0.0,Out of Stock,13.0,4,0.8736873687368737
2598,B,9120.0,1.5070273734376616,Unknown,39.0,1,0.9120912091209121
2599,Unknown,2427.0,0.0,Out of Stock,39.0,4,0.24272427242724273
2600,Unknown,4535.0,3.7337184556971392,Unknown,20.0,4,0.4535453545354535
2601,C,2330.0,3.5882837468157835,Out of Stock,19.0,2,0.23302330233023302
2602,Unknown,1218.0,1.382636404743907,In Stock,14.0,4,0.12181218121812182
2603,Unknown,7142.0,4.814401443249402,In Stock,2.0,4,0.7142714271427143
2604,A,9622.0,0.0,Unknown,28.0,0,0.9622962296229624
2605,Unknown,9258.0,1.5928309476311715,In Stock,45.0,4,0.9258925892589259
2606,A,5072.0,1.308485154176156,Unknown,15.0,0,0.5072507250725072
2607,Unknown,3168.0,0.0,Unknown,5.0,4,0.31683168316831684
2608,A,6649.0,0.0,Out of Stock,9.0,0,0.664966496649665
2609,A,7425.0,3.930987621518365,Out of Stock,24.0,0,0.7425742574257426
2610,Unknown,8623.0,3.274424870172603,Unknown,30.0,4,0.8623862386238624
2611,D,4867.0,0.0,In Stock,5.0,3,0.48674867486748674
2612,Unknown,3405.0,3.2177313525107145,In Stock,40.0,4,0.34053405340534054
2613,Unknown,4240.0,0.0,In Stock,48.0,4,0.42404240424042405
